"","Cell","orig.ident","nCount_RNA","nFeature_RNA","seurat_clusters","cluster_name"
"418","BM1_bcDKZX","BM1",2755,1268,0,"HSC"
"419","BM1_bcCQGC","BM1",2527,1343,10,"Ly-Prog-1"
"420","BM1_bcHPZX","BM1",2373,1075,0,"HSC"
"421","BM1_bcGFTF","BM1",2106,1096,0,"HSC"
"422","BM1_bcGXLK","BM1",1981,1079,0,"HSC"
"423","BM1_bcDEHU","BM1",1855,1155,0,"HSC"
"424","BM1_bcHHBU","BM1",1509,765,0,"HSC"
"425","BM1_bcDCAG","BM1",987,585,0,"HSC"
"426","BM1_bcBPUB","BM1",8336,3188,0,"HSC"
"427","BM1_bcHYHZ","BM1",6781,2827,1,"MPP-1"
"428","BM1_bcFMKT","BM1",6034,2587,1,"MPP-1"
"429","BM1_bcFNUH","BM1",4549,2149,1,"MPP-1"
"430","BM1_bcBGRM","BM1",4421,2025,1,"MPP-1"
"431","BM1_bcHHZB","BM1",4355,2023,1,"MPP-1"
"432","BM1_bcBGUI","BM1",4288,1950,0,"HSC"
"433","BM1_bcAPLH","BM1",4118,1951,0,"HSC"
"434","BM1_bcENUQ","BM1",4167,1909,0,"HSC"
"435","BM1_bcEJNF","BM1",3708,1594,0,"HSC"
"436","BM1_bcGOVZ","BM1",3521,1662,1,"MPP-1"
"437","BM1_bcGDDL","BM1",3633,1775,14,"Mk/E-MPP"
"438","BM1_bcDDYC","BM1",3806,1778,1,"MPP-1"
"439","BM1_bcFEBE","BM1",3476,1602,1,"MPP-1"
"440","BM1_bcASMJ","BM1",3513,1671,1,"MPP-1"
"441","BM1_bcGTCF","BM1",3301,1744,8,"Ly-Prog-3"
"442","BM1_bcHPSD","BM1",3300,1462,1,"MPP-1"
"443","BM1_bcAANH","BM1",3186,1566,0,"HSC"
"444","BM1_bcBJGT","BM1",3013,1515,1,"MPP-1"
"445","BM1_bcIJGZ","BM1",3130,1543,0,"HSC"
"446","BM1_bcBXGX","BM1",2933,1347,0,"HSC"
"447","BM1_bcEOER","BM1",2852,1349,14,"Mk/E-MPP"
"448","BM1_bcDTTB","BM1",2795,1351,1,"MPP-1"
"449","BM1_bcHEVI","BM1",2602,1347,0,"HSC"
"450","BM1_bcCIQE","BM1",2533,1356,1,"MPP-1"
"451","BM1_bcFMTY","BM1",2216,1116,0,"HSC"
"452","BM1_bcFVEQ","BM1",2071,1181,0,"HSC"
"453","BM1_bcBXBN","BM1",1783,996,0,"HSC"
"454","BM1_bcDLUA","BM1",1650,953,9,"My-MPP"
"455","BM1_bcDVXG","BM1",1886,1002,10,"Ly-Prog-1"
"456","BM1_bcAZOY","BM1",1483,969,9,"My-MPP"
"457","BM1_bcHTVQ","BM1",1638,1034,10,"Ly-Prog-1"
"458","BM1_bcCJUF","BM1",1261,654,0,"HSC"
"459","BM1_bcGWHR","BM1",7661,3130,14,"Mk/E-MPP"
"460","BM1_bcACBR","BM1",6485,2652,0,"HSC"
"461","BM1_bcAIVO","BM1",5820,2503,2,"MPP-2"
"462","BM1_bcHAIJ","BM1",5201,2301,0,"HSC"
"463","BM1_bcBURN","BM1",5566,2291,1,"MPP-1"
"464","BM1_bcIDUK","BM1",4737,2257,14,"Mk/E-MPP"
"465","BM1_bcGTCY","BM1",4711,1951,1,"MPP-1"
"466","BM1_bcDOGP","BM1",4787,2025,1,"MPP-1"
"467","BM1_bcGTAD","BM1",4437,2182,1,"MPP-1"
"468","BM1_bcBVOX","BM1",3949,1767,0,"HSC"
"469","BM1_bcGRWW","BM1",3752,1797,14,"Mk/E-MPP"
"470","BM1_bcAZDM","BM1",3533,1686,0,"HSC"
"471","BM1_bcCELS","BM1",3597,1816,1,"MPP-1"
"472","BM1_bcDYSD","BM1",3490,1609,0,"HSC"
"473","BM1_bcESHM","BM1",3125,1484,0,"HSC"
"474","BM1_bcFUGY","BM1",3185,1460,0,"HSC"
"475","BM1_bcABYP","BM1",3237,1532,1,"MPP-1"
"476","BM1_bcFQEJ","BM1",3179,1436,0,"HSC"
"477","BM1_bcDHOA","BM1",3019,1411,9,"My-MPP"
"478","BM1_bcGGCB","BM1",2923,1388,0,"HSC"
"479","BM1_bcBSZP","BM1",2684,1320,0,"HSC"
"480","BM1_bcGINN","BM1",2640,1319,0,"HSC"
"481","BM1_bcASSI","BM1",2639,1467,0,"HSC"
"482","BM1_bcDQAA","BM1",2517,1202,0,"HSC"
"483","BM1_bcDGMX","BM1",2245,1052,0,"HSC"
"484","BM1_bcBLUW","BM1",2012,1133,0,"HSC"
"485","BM1_bcEEWS","BM1",1884,864,0,"HSC"
"486","BM1_bcGBDI","BM1",1726,880,0,"HSC"
"487","BM1_bcDLMQ","BM1",8655,3311,1,"MPP-1"
"488","BM1_bcCHSS","BM1",5297,2254,1,"MPP-1"
"489","BM1_bcDXAI","BM1",4275,1911,0,"HSC"
"490","BM1_bcGAPU","BM1",4231,1904,1,"MPP-1"
"491","BM1_bcCSYU","BM1",4210,2069,1,"MPP-1"
"492","BM1_bcFXRS","BM1",3905,1321,9,"My-MPP"
"493","BM1_bcCPVV","BM1",3793,1810,1,"MPP-1"
"494","BM1_bcHLXR","BM1",3887,1740,0,"HSC"
"495","BM1_bcGFWP","BM1",3413,1521,0,"HSC"
"496","BM1_bcFSHT","BM1",3402,1677,0,"HSC"
"497","BM1_bcCBSP","BM1",3210,1483,0,"HSC"
"498","BM1_bcEWKR","BM1",3307,1466,0,"HSC"
"499","BM1_bcHSAG","BM1",3105,1518,0,"HSC"
"500","BM1_bcCFVV","BM1",2962,1369,0,"HSC"
"501","BM1_bcDIQG","BM1",2635,1240,0,"HSC"
"502","BM1_bcEMNT","BM1",2377,1103,0,"HSC"
"503","BM1_bcHHXD","BM1",2071,1109,0,"HSC"
"504","BM1_bcEXOB","BM1",1462,789,0,"HSC"
"505","BM1_bcGMMB","BM1",814,604,8,"Ly-Prog-3"
"506","BM1_bcFPOA","BM1",7309,3104,1,"MPP-1"
"507","BM1_bcCRNM","BM1",7127,2958,1,"MPP-1"
"508","BM1_bcCVSS","BM1",6398,2620,1,"MPP-1"
"509","BM1_bcDRQV","BM1",5789,2408,0,"HSC"
"510","BM1_bcEGFZ","BM1",5662,2476,1,"MPP-1"
"511","BM1_bcCFNV","BM1",4880,2266,1,"MPP-1"
"512","BM1_bcDYUZ","BM1",3731,1707,0,"HSC"
"513","BM1_bcAQEU","BM1",3435,1803,1,"MPP-1"
"514","BM1_bcDTPB","BM1",3414,1507,0,"HSC"
"515","BM1_bcHPNL","BM1",3229,1544,0,"HSC"
"516","BM1_bcCSTM","BM1",3294,1528,0,"HSC"
"517","BM1_bcEJER","BM1",3125,1557,1,"MPP-1"
"518","BM1_bcGDUG","BM1",2855,1311,0,"HSC"
"519","BM1_bcFASV","BM1",3019,1537,0,"HSC"
"520","BM1_bcHAED","BM1",2773,1478,0,"HSC"
"521","BM1_bcBMWO","BM1",2758,1460,21,"MPP-3"
"522","BM1_bcBHZX","BM1",2471,1466,10,"Ly-Prog-1"
"523","BM1_bcFPBA","BM1",2360,1162,0,"HSC"
"524","BM1_bcDAHP","BM1",2364,1388,1,"MPP-1"
"525","BM1_bcBKYU","BM1",2279,1291,0,"HSC"
"526","BM1_bcGDAN","BM1",2187,1106,14,"Mk/E-MPP"
"527","BM1_bcIIGN","BM1",1820,1047,1,"MPP-1"
"528","BM1_bcCLPY","BM1",1642,983,1,"MPP-1"
"529","BM1_bcDFCW","BM1",6410,2731,1,"MPP-1"
"530","BM1_bcFXJL","BM1",4560,2100,1,"MPP-1"
"531","BM1_bcDLNR","BM1",4345,1889,0,"HSC"
"532","BM1_bcIBDW","BM1",4266,2018,0,"HSC"
"533","BM1_bcCHEC","BM1",3964,1573,0,"HSC"
"534","BM1_bcBTDW","BM1",3800,1727,0,"HSC"
"535","BM1_bcBJTF","BM1",3642,1834,0,"HSC"
"536","BM1_bcDPMX","BM1",3448,1746,21,"MPP-3"
"537","BM1_bcEYHG","BM1",3256,1546,14,"Mk/E-MPP"
"538","BM1_bcDPBC","BM1",3039,1441,0,"HSC"
"539","BM1_bcFOSG","BM1",2818,1357,0,"HSC"
"540","BM1_bcDXGA","BM1",2820,1454,0,"HSC"
"541","BM1_bcCINA","BM1",2830,1397,0,"HSC"
"542","BM1_bcFYYH","BM1",2874,1458,0,"HSC"
"543","BM1_bcBIDH","BM1",2634,1397,1,"MPP-1"
"544","BM1_bcFXQY","BM1",2351,1077,0,"HSC"
"545","BM1_bcGZZL","BM1",2177,1278,10,"Ly-Prog-1"
"546","BM1_bcFITJ","BM1",1651,853,14,"Mk/E-MPP"
"547","BM1_bcGSYD","BM1",5036,2165,0,"HSC"
"548","BM1_bcBREG","BM1",4779,2318,14,"Mk/E-MPP"
"549","BM1_bcDWGM","BM1",4605,2091,2,"MPP-2"
"550","BM1_bcEHJY","BM1",4365,1848,0,"HSC"
"551","BM1_bcEDLO","BM1",4404,1797,0,"HSC"
"552","BM1_bcFMXZ","BM1",3923,1941,1,"MPP-1"
"553","BM1_bcDUSG","BM1",3607,1729,5,"G-Prog-1"
"554","BM1_bcECQQ","BM1",3373,1770,9,"My-MPP"
"555","BM1_bcEMEA","BM1",3261,1528,0,"HSC"
"556","BM1_bcALXA","BM1",3058,1598,10,"Ly-Prog-1"
"557","BM1_bcACZY","BM1",2906,1443,0,"HSC"
"558","BM1_bcBSUU","BM1",2743,1312,0,"HSC"
"559","BM1_bcHKOT","BM1",2539,1267,0,"HSC"
"560","BM1_bcFOID","BM1",2416,1216,0,"HSC"
"561","BM1_bcDDZD","BM1",2424,1260,10,"Ly-Prog-1"
"562","BM1_bcDOYA","BM1",2297,1135,0,"HSC"
"563","BM1_bcFCEM","BM1",1729,907,0,"HSC"
"564","BM1_bcFUMY","BM1",1457,794,1,"MPP-1"
"565","BM1_bcFGQW","BM1",1218,696,1,"MPP-1"
"566","BM1_bcDDKS","BM1",6422,2533,0,"HSC"
"567","BM1_bcHMSL","BM1",5405,2311,0,"HSC"
"568","BM1_bcDIZW","BM1",5180,2313,1,"MPP-1"
"569","BM1_bcBVSQ","BM1",4882,2172,1,"MPP-1"
"570","BM1_bcACNX","BM1",4773,2082,0,"HSC"
"571","BM1_bcFXXK","BM1",4323,1863,0,"HSC"
"572","BM1_bcADDJ","BM1",4032,1898,9,"My-MPP"
"573","BM1_bcDCLC","BM1",3693,1676,0,"HSC"
"574","BM1_bcFRUL","BM1",3942,1751,1,"MPP-1"
"575","BM1_bcHPSL","BM1",3502,1648,0,"HSC"
"576","BM1_bcHBBO","BM1",3524,1867,1,"MPP-1"
"577","BM1_bcAUTF","BM1",3051,1309,0,"HSC"
"578","BM1_bcAQLK","BM1",2825,1360,0,"HSC"
"579","BM1_bcFDFC","BM1",3049,1441,0,"HSC"
"580","BM1_bcIBGV","BM1",2603,1289,1,"MPP-1"
"581","BM1_bcDAIE","BM1",2525,1292,0,"HSC"
"582","BM1_bcABVS","BM1",2481,1276,0,"HSC"
"583","BM1_bcALSW","BM1",2273,1106,0,"HSC"
"584","BM1_bcBVCJ","BM1",2133,1024,0,"HSC"
"585","BM1_bcGHGW","BM1",1608,892,0,"HSC"
"586","BM1_bcEDAN","BM1",1653,895,0,"HSC"
"587","BM1_bcCIKX","BM1",1310,770,0,"HSC"
"588","BM1_bcCBEE","BM1",4930,2225,1,"MPP-1"
"589","BM1_bcEBGK","BM1",4361,1983,1,"MPP-1"
"590","BM1_bcBDRX","BM1",4365,1876,9,"My-MPP"
"591","BM1_bcBXHF","BM1",4192,1819,0,"HSC"
"592","BM1_bcHSYU","BM1",4080,1913,14,"Mk/E-MPP"
"593","BM1_bcGVJV","BM1",3578,1749,10,"Ly-Prog-1"
"594","BM1_bcEEEY","BM1",3453,1516,0,"HSC"
"595","BM1_bcETRD","BM1",3718,1637,1,"MPP-1"
"596","BM1_bcGPAG","BM1",3433,1665,0,"HSC"
"597","BM1_bcFFQQ","BM1",3263,1546,0,"HSC"
"598","BM1_bcHEMH","BM1",3180,1508,14,"Mk/E-MPP"
"599","BM1_bcHLFL","BM1",2861,1537,1,"MPP-1"
"600","BM1_bcBFLP","BM1",3092,1458,0,"HSC"
"601","BM1_bcHYQZ","BM1",2713,1306,0,"HSC"
"602","BM1_bcDBJV","BM1",2445,1198,0,"HSC"
"603","BM1_bcEWRJ","BM1",2399,1208,0,"HSC"
"604","BM1_bcCQCR","BM1",2108,1211,0,"HSC"
"605","BM1_bcEZNB","BM1",1940,978,0,"HSC"
"606","BM1_bcBRGP","BM1",1776,874,0,"HSC"
"607","BM1_bcENWK","BM1",1594,882,0,"HSC"
"608","BM1_bcDWGY","BM1",1522,907,1,"MPP-1"
"609","BM1_bcAEMC","BM1",1479,938,10,"Ly-Prog-1"
"610","BM1_bcAPHG","BM1",7390,3064,1,"MPP-1"
"611","BM1_bcHVHB","BM1",5587,2323,0,"HSC"
"612","BM1_bcDNQK","BM1",5113,2133,1,"MPP-1"
"613","BM1_bcFFLB","BM1",4533,2139,5,"G-Prog-1"
"614","BM1_bcHJIZ","BM1",3962,2084,2,"MPP-2"
"615","BM1_bcBOUL","BM1",3780,1703,0,"HSC"
"616","BM1_bcDPJD","BM1",3419,1643,0,"HSC"
"617","BM1_bcAVVP","BM1",2845,1323,0,"HSC"
"618","BM1_bcGYTN","BM1",2250,1128,8,"Ly-Prog-3"
"619","BM1_bcAYXF","BM1",2247,1167,0,"HSC"
"620","BM1_bcARHL","BM1",2373,1151,0,"HSC"
"621","BM1_bcAHOT","BM1",2210,937,0,"HSC"
"622","BM1_bcFLZB","BM1",2011,1053,0,"HSC"
"623","BM1_bcDETK","BM1",2020,1033,9,"My-MPP"
"624","BM1_bcEFDU","BM1",1895,987,0,"HSC"
"625","BM1_bcFYTG","BM1",1849,997,1,"MPP-1"
"626","BM1_bcBKCQ","BM1",1617,872,0,"HSC"
"627","BM1_bcHDAB","BM1",1107,711,0,"HSC"
"628","BM1_bcCNNW","BM1",6613,2548,9,"My-MPP"
"629","BM1_bcAKCY","BM1",6438,2643,2,"MPP-2"
"630","BM1_bcHYWL","BM1",6485,2595,10,"Ly-Prog-1"
"631","BM1_bcAYBE","BM1",4647,2227,10,"Ly-Prog-1"
"632","BM1_bcGXLD","BM1",4079,2005,0,"HSC"
"633","BM1_bcFODD","BM1",3746,1670,0,"HSC"
"634","BM1_bcCTLC","BM1",3752,1886,1,"MPP-1"
"635","BM1_bcDZXV","BM1",3491,1719,1,"MPP-1"
"636","BM1_bcEGPB","BM1",2888,1554,1,"MPP-1"
"637","BM1_bcASHS","BM1",2878,1492,0,"HSC"
"638","BM1_bcCBPD","BM1",2753,1391,0,"HSC"
"639","BM1_bcIEQS","BM1",3044,1444,14,"Mk/E-MPP"
"640","BM1_bcEMNW","BM1",2765,1411,1,"MPP-1"
"641","BM1_bcCDBV","BM1",2381,1176,0,"HSC"
"642","BM1_bcGDGK","BM1",2209,1151,0,"HSC"
"643","BM1_bcBMOU","BM1",2055,1091,1,"MPP-1"
"644","BM1_bcCNIS","BM1",1958,1103,10,"Ly-Prog-1"
"645","BM1_bcBOCS","BM1",1828,1033,1,"MPP-1"
"646","BM1_bcEFOO","BM1",1659,928,0,"HSC"
"647","BM1_bcDTKV","BM1",1559,839,0,"HSC"
"648","BM1_bcELWA","BM1",1088,619,0,"HSC"
"649","BM1_bcEGVM","BM1",1061,607,1,"MPP-1"
"650","BM1_bcBKPJ","BM1",14194,6712,2,"MPP-2"
"651","BM1_bcHNVI","BM1",5546,2086,0,"HSC"
"652","BM1_bcBWZA","BM1",4922,1988,0,"HSC"
"653","BM1_bcDRHH","BM1",4844,2185,1,"MPP-1"
"654","BM1_bcAERF","BM1",4437,2062,0,"HSC"
"655","BM1_bcCOJC","BM1",4200,1771,0,"HSC"
"656","BM1_bcHAUX","BM1",3597,1604,0,"HSC"
"657","BM1_bcHVTC","BM1",3550,1663,0,"HSC"
"658","BM1_bcGTDQ","BM1",3279,1681,14,"Mk/E-MPP"
"659","BM1_bcDFWQ","BM1",3335,1597,1,"MPP-1"
"660","BM1_bcFCIM","BM1",3247,1505,2,"MPP-2"
"661","BM1_bcFDDA","BM1",3126,1345,0,"HSC"
"662","BM1_bcAXMZ","BM1",3146,1377,0,"HSC"
"663","BM1_bcGAZW","BM1",3060,1413,0,"HSC"
"664","BM1_bcCABK","BM1",3013,1341,0,"HSC"
"665","BM1_bcBHRL","BM1",2698,1802,5,"G-Prog-1"
"666","BM1_bcDGFR","BM1",2459,1186,0,"HSC"
"667","BM1_bcFIUA","BM1",2368,1268,0,"HSC"
"668","BM1_bcETSS","BM1",2243,1213,1,"MPP-1"
"669","BM1_bcCLJI","BM1",2116,1091,0,"HSC"
"670","BM1_bcAITZ","BM1",2033,1132,10,"Ly-Prog-1"
"671","BM1_bcAEGX","BM1",1800,1064,1,"MPP-1"
"672","BM1_bcGQDB","BM1",1382,872,1,"MPP-1"
"673","BM1_bcAKCW","BM1",936,658,18,"Mono/cDC-Prog"
"674","BM1_bcIFKH","BM1",6756,2781,1,"MPP-1"
"675","BM1_bcADBQ","BM1",6175,3463,0,"HSC"
"676","BM1_bcEJYF","BM1",5796,2491,1,"MPP-1"
"677","BM1_bcADOJ","BM1",5829,2575,1,"MPP-1"
"678","BM1_bcHEIX","BM1",5381,2244,0,"HSC"
"679","BM1_bcAPFJ","BM1",5481,2310,0,"HSC"
"680","BM1_bcCVTN","BM1",4809,2204,14,"Mk/E-MPP"
"681","BM1_bcGRGD","BM1",4891,2150,1,"MPP-1"
"682","BM1_bcGLJL","BM1",4605,2008,1,"MPP-1"
"683","BM1_bcABME","BM1",4646,2085,0,"HSC"
"684","BM1_bcABTC","BM1",4499,1900,0,"HSC"
"685","BM1_bcBFXT","BM1",4430,1993,0,"HSC"
"686","BM1_bcFFKO","BM1",4048,1744,0,"HSC"
"687","BM1_bcCUOX","BM1",3539,1645,0,"HSC"
"688","BM1_bcARYT","BM1",3173,1474,0,"HSC"
"689","BM1_bcEBSC","BM1",3107,1606,0,"HSC"
"690","BM1_bcGIFG","BM1",3059,1432,0,"HSC"
"691","BM1_bcEPQI","BM1",3119,1495,1,"MPP-1"
"692","BM1_bcCKUE","BM1",2837,1390,0,"HSC"
"693","BM1_bcASZB","BM1",2693,1225,0,"HSC"
"694","BM1_bcGTJE","BM1",2661,1239,0,"HSC"
"695","BM1_bcANIF","BM1",2513,1595,10,"Ly-Prog-1"
"696","BM1_bcHOJV","BM1",2206,1084,1,"MPP-1"
"697","BM1_bcEQJD","BM1",2148,1111,0,"HSC"
"698","BM1_bcEWRQ","BM1",2043,1036,0,"HSC"
"699","BM1_bcDYPE","BM1",1392,723,0,"HSC"
"700","BM1_bcIANC","BM1",5766,2515,1,"MPP-1"
"701","BM1_bcFVEK","BM1",4322,2073,1,"MPP-1"
"702","BM1_bcFMFC","BM1",4561,2125,1,"MPP-1"
"703","BM1_bcBRDS","BM1",4199,1832,0,"HSC"
"704","BM1_bcAZKD","BM1",3975,1803,1,"MPP-1"
"705","BM1_bcEEDO","BM1",3694,1547,0,"HSC"
"706","BM1_bcCZKL","BM1",3554,1652,1,"MPP-1"
"707","BM1_bcIIGE","BM1",3457,1637,1,"MPP-1"
"708","BM1_bcFWON","BM1",3408,1505,9,"My-MPP"
"709","BM1_bcHDIY","BM1",3188,1468,0,"HSC"
"710","BM1_bcFPMR","BM1",3026,1496,1,"MPP-1"
"711","BM1_bcCDWD","BM1",2959,1475,0,"HSC"
"712","BM1_bcDITD","BM1",2689,1313,0,"HSC"
"713","BM1_bcBUUS","BM1",2557,1241,0,"HSC"
"714","BM1_bcCHXT","BM1",2299,1264,0,"HSC"
"715","BM1_bcFRGR","BM1",2075,1209,1,"MPP-1"
"716","BM1_bcDOEH","BM1",2289,1167,0,"HSC"
"717","BM1_bcGQEI","BM1",2049,990,1,"MPP-1"
"718","BM1_bcGRPI","BM1",1966,961,0,"HSC"
"719","BM1_bcHUOE","BM1",1272,737,0,"HSC"
"720","BM1_bcERMY","BM1",7695,3267,4,"E-Prog-1"
"721","BM1_bcBWHV","BM1",6906,2967,4,"E-Prog-1"
"722","BM1_bcBFFX","BM1",7320,3150,19,"Mk-Prog"
"723","BM1_bcDGPC","BM1",6563,2644,13,"E-Prog-3"
"724","BM1_bcDXDI","BM1",5707,2675,4,"E-Prog-1"
"725","BM1_bcEBSX","BM1",5477,2407,4,"E-Prog-1"
"726","BM1_bcDVXW","BM1",5800,2661,4,"E-Prog-1"
"727","BM1_bcENAB","BM1",5630,2480,13,"E-Prog-3"
"728","BM1_bcCSLA","BM1",4322,2083,4,"E-Prog-1"
"729","BM1_bcFQXI","BM1",2345,1303,13,"E-Prog-3"
"730","BM1_bcEHID","BM1",9935,3834,20,"E-Prog-2"
"731","BM1_bcCFVI","BM1",9120,3647,4,"E-Prog-1"
"732","BM1_bcEXUL","BM1",6926,3094,13,"E-Prog-3"
"733","BM1_bcEVGB","BM1",4414,2090,4,"E-Prog-1"
"734","BM1_bcBUXK","BM1",4395,2091,4,"E-Prog-1"
"735","BM1_bcFYSH","BM1",3034,1557,13,"E-Prog-3"
"736","BM1_bcCKJD","BM1",6313,2897,13,"E-Prog-3"
"737","BM1_bcCEOO","BM1",5849,2666,13,"E-Prog-3"
"738","BM1_bcBOMR","BM1",5467,2981,13,"E-Prog-3"
"739","BM1_bcGTJM","BM1",5083,2765,13,"E-Prog-3"
"740","BM1_bcCXFI","BM1",4802,2166,21,"MPP-3"
"741","BM1_bcFAYO","BM1",4753,2159,4,"E-Prog-1"
"742","BM1_bcALJA","BM1",3305,1639,4,"E-Prog-1"
"743","BM1_bcICXG","BM1",9483,3681,13,"E-Prog-3"
"744","BM1_bcDZGA","BM1",6658,2919,4,"E-Prog-1"
"745","BM1_bcAJJT","BM1",6455,2806,4,"E-Prog-1"
"746","BM1_bcBGMG","BM1",6221,3041,13,"E-Prog-3"
"747","BM1_bcHFAV","BM1",3460,2038,13,"E-Prog-3"
"748","BM1_bcFUHA","BM1",3371,1645,4,"E-Prog-1"
"749","BM1_bcCHEV","BM1",8875,3818,13,"E-Prog-3"
"750","BM1_bcFJRF","BM1",6633,2848,13,"E-Prog-3"
"751","BM1_bcGQGQ","BM1",5760,2665,13,"E-Prog-3"
"752","BM1_bcDOPH","BM1",4389,2011,4,"E-Prog-1"
"753","BM1_bcAVOJ","BM1",3617,1763,4,"E-Prog-1"
"754","BM1_bcCALX","BM1",2344,1474,13,"E-Prog-3"
"755","BM1_bcIIIZ","BM1",13399,5079,13,"E-Prog-3"
"756","BM1_bcHIAI","BM1",8459,3518,13,"E-Prog-3"
"757","BM1_bcBNME","BM1",6598,3030,4,"E-Prog-1"
"758","BM1_bcBFHB","BM1",6252,2814,4,"E-Prog-1"
"759","BM1_bcCZZD","BM1",5851,2560,4,"E-Prog-1"
"760","BM1_bcCKIE","BM1",5625,2537,13,"E-Prog-3"
"761","BM1_bcDBDG","BM1",5053,2350,4,"E-Prog-1"
"762","BM1_bcHTBE","BM1",7783,3196,13,"E-Prog-3"
"763","BM1_bcFJXU","BM1",6863,2918,13,"E-Prog-3"
"764","BM1_bcBJSO","BM1",6554,2958,17,"Baso/Mast-Prog"
"765","BM1_bcGJTO","BM1",6105,2721,13,"E-Prog-3"
"766","BM1_bcFZZD","BM1",6028,2630,13,"E-Prog-3"
"767","BM1_bcDHJH","BM1",4708,2327,13,"E-Prog-3"
"768","BM1_bcHKEB","BM1",9776,4126,13,"E-Prog-3"
"769","BM1_bcCPUH","BM1",9339,3819,13,"E-Prog-3"
"770","BM1_bcIJAS","BM1",6666,2917,4,"E-Prog-1"
"771","BM1_bcHXSW","BM1",5588,2433,4,"E-Prog-1"
"772","BM1_bcAGZS","BM1",5424,2451,4,"E-Prog-1"
"773","BM1_bcBJAT","BM1",11755,4716,13,"E-Prog-3"
"774","BM1_bcCVAF","BM1",10267,3890,13,"E-Prog-3"
"775","BM1_bcHBFM","BM1",9487,3591,13,"E-Prog-3"
"776","BM1_bcHRGJ","BM1",7555,3241,13,"E-Prog-3"
"777","BM1_bcHTHK","BM1",7152,3222,4,"E-Prog-1"
"778","BM1_bcEQGH","BM1",4675,2278,13,"E-Prog-3"
"779","BM1_bcDRKW","BM1",4405,1970,4,"E-Prog-1"
"780","BM1_bcCRGC","BM1",8823,3511,13,"E-Prog-3"
"781","BM1_bcDRKL","BM1",6640,3009,4,"E-Prog-1"
"782","BM1_bcDBZD","BM1",4646,2039,4,"E-Prog-1"
"783","BM1_bcDFFL","BM1",4092,2137,4,"E-Prog-1"
"784","BM1_bcAOLQ","BM1",4031,1839,4,"E-Prog-1"
"785","BM1_bcBAOX","BM1",7698,3180,4,"E-Prog-1"
"786","BM1_bcFVGW","BM1",6693,2941,17,"Baso/Mast-Prog"
"787","BM1_bcBJDA","BM1",6555,2750,13,"E-Prog-3"
"788","BM1_bcCLRS","BM1",6179,2759,4,"E-Prog-1"
"789","BM1_bcDXVI","BM1",6145,2763,4,"E-Prog-1"
"790","BM1_bcGUAG","BM1",5096,2784,13,"E-Prog-3"
"791","BM1_bcGZIT","BM1",4051,1958,4,"E-Prog-1"
"792","BM1_bcCHGC","BM1",6084,2720,4,"E-Prog-1"
"793","BM1_bcFMWX","BM1",6120,2802,13,"E-Prog-3"
"794","BM1_bcDSIO","BM1",9073,3677,13,"E-Prog-3"
"795","BM1_bcFEWU","BM1",7835,3254,13,"E-Prog-3"
"796","BM1_bcCPPV","BM1",7349,3067,13,"E-Prog-3"
"797","BM1_bcFIER","BM1",6443,2744,4,"E-Prog-1"
"798","BM1_bcGNVV","BM1",6180,2849,4,"E-Prog-1"
"799","BM1_bcGCTK","BM1",6888,3093,13,"E-Prog-3"
"800","BM1_bcGKBN","BM1",6482,2779,4,"E-Prog-1"
"801","BM1_bcIDCD","BM1",5045,2398,4,"E-Prog-1"
"802","BM1_bcCQAP","BM1",4557,2243,4,"E-Prog-1"
"803","BM1_bcGKYL","BM1",2546,1494,13,"E-Prog-3"
"804","BM1_bcBRKX","BM1",7811,3366,13,"E-Prog-3"
"805","BM1_bcFNWZ","BM1",6971,3049,4,"E-Prog-1"
"806","BM1_bcARCZ","BM1",5306,2601,13,"E-Prog-3"
"807","BM1_bcGHDU","BM1",4846,2344,4,"E-Prog-1"
"808","BM1_bcEEAR","BM1",9466,4049,13,"E-Prog-3"
"809","BM1_bcCDAO","BM1",8280,3314,13,"E-Prog-3"
"810","BM1_bcAFOU","BM1",6505,2813,19,"Mk-Prog"
"811","BM1_bcFYEF","BM1",6265,2984,13,"E-Prog-3"
"812","BM1_bcHUFO","BM1",5338,2484,13,"E-Prog-3"
"813","BM1_bcBKCR","BM1",4967,2316,4,"E-Prog-1"
"814","BM1_bcHIIU","BM1",4573,2138,4,"E-Prog-1"
"815","BM1_bcHSVK","BM1",12458,4700,13,"E-Prog-3"
"816","BM1_bcDWER","BM1",8803,3698,4,"E-Prog-1"
"817","BM1_bcDJTX","BM1",7580,3285,13,"E-Prog-3"
"818","BM1_bcCATK","BM1",3486,1640,4,"E-Prog-1"
"819","BM1_bcCNTG","BM1",11063,4570,13,"E-Prog-3"
"820","BM1_bcEOMA","BM1",7641,3396,13,"E-Prog-3"
"821","BM1_bcEBUU","BM1",4968,2084,4,"E-Prog-1"
"822","BM1_bcDNKG","BM1",4457,2070,4,"E-Prog-1"
"823","BM1_bcBTAZ","BM1",9249,4047,13,"E-Prog-3"
"824","BM1_bcDQDL","BM1",9370,3782,13,"E-Prog-3"
"825","BM1_bcAUKS","BM1",1992,1178,13,"E-Prog-3"
"826","BM1_bcHPCK","BM1",5262,2504,4,"E-Prog-1"
"827","BM1_bcAXIN","BM1",11185,4583,20,"E-Prog-2"
"828","BM1_bcCWYH","BM1",9800,3886,13,"E-Prog-3"
